#{"t_start": 1620892422.01914, "env_id": "CartPole-v0"}
r,l,t
9.0,9,129.833091
10.0,10,129.85122
9.0,9,129.867558
9.0,9,129.883869
9.0,9,129.900205
9.0,9,129.916584
10.0,10,129.935401
10.0,10,129.953846
10.0,10,129.972243
8.0,8,129.986759
10.0,10,130.005212
9.0,9,130.022176
10.0,10,130.041081
10.0,10,130.06004
9.0,9,130.076528
10.0,10,130.094897
10.0,10,130.113308
8.0,8,130.128146
10.0,10,130.146475
8.0,8,130.161228
9.0,9,130.177831
8.0,8,130.192538
10.0,10,130.210737
10.0,10,130.228947
10.0,10,130.247129
10.0,10,130.265344
10.0,10,130.28353
9.0,9,130.299933
11.0,11,130.320188
10.0,10,130.338395
10.0,10,130.356632
10.0,10,130.375003
9.0,9,130.391404
10.0,10,130.409759
10.0,10,130.428125
10.0,10,130.446461
9.0,9,130.463054
9.0,9,130.479398
10.0,10,130.497779
11.0,11,130.517797
10.0,10,130.536228
9.0,9,130.552611
10.0,10,130.570903
10.0,10,130.589176
10.0,10,130.607503
10.0,10,130.625819
10.0,10,130.644022
8.0,8,130.658475
9.0,9,130.67469
9.0,9,130.69104
9.0,9,130.707294
8.0,8,130.721992
9.0,9,130.738237
10.0,10,130.756261
9.0,9,130.772576
10.0,10,130.79059
10.0,10,130.808591
10.0,10,130.827007
9.0,9,130.843722
10.0,10,130.862224
9.0,9,130.878742
9.0,9,130.8953
10.0,10,130.913832
9.0,9,130.930534
9.0,9,130.947263
10.0,10,130.965895
8.0,8,130.980651
9.0,9,130.997925
9.0,9,131.014735
10.0,10,131.033391
10.0,10,131.052064
9.0,9,131.068794
10.0,10,131.087572
11.0,11,131.108592
9.0,9,131.12531
8.0,8,131.140112
10.0,10,131.158612
10.0,10,131.177219
10.0,10,131.195724
11.0,11,131.216038
9.0,9,131.232675
8.0,8,131.247457
8.0,8,131.262211
10.0,10,131.280626
9.0,9,131.297248
9.0,9,131.313822
9.0,9,134.036238
9.0,9,134.053404
10.0,10,134.072212
10.0,10,134.091019
10.0,10,134.110664
9.0,9,134.128409
9.0,9,134.145772
10.0,10,134.165474
9.0,9,134.184013
10.0,10,134.203528
10.0,10,134.22236
9.0,9,134.239135
10.0,10,134.257851
9.0,9,134.274811
9.0,9,134.291535
10.0,10,134.310321
10.0,10,134.3289
9.0,9,134.345493
10.0,10,134.363979
10.0,10,134.382384
11.0,11,134.40254
9.0,9,134.419155
10.0,10,134.437518
10.0,10,134.455957
10.0,10,134.47422
9.0,9,134.490726
9.0,9,134.507241
8.0,8,134.52187
9.0,9,134.538154
10.0,10,134.556247
10.0,10,134.574339
9.0,9,134.590815
10.0,10,134.609034
10.0,10,134.627101
9.0,9,134.64357
9.0,9,134.659973
9.0,9,134.67633
10.0,10,134.694529
11.0,11,134.714545
10.0,10,134.732731
8.0,8,134.747242
8.0,8,134.761753
9.0,9,134.778264
10.0,10,134.796508
9.0,9,134.812887
8.0,8,134.827712
10.0,10,134.845949
10.0,10,134.864118
9.0,9,134.880493
9.0,9,134.897021
8.0,8,134.911806
9.0,9,134.928331
10.0,10,134.946604
9.0,9,134.963051
9.0,9,134.979508
9.0,9,134.995962
11.0,11,135.016159
10.0,10,135.034554
8.0,8,135.049232
10.0,10,135.067447
10.0,10,135.085675
8.0,8,135.10038
10.0,10,135.11856
11.0,11,135.138638
10.0,10,135.15714
9.0,9,135.173868
11.0,11,135.194282
10.0,10,135.212916
8.0,8,135.227761
10.0,10,135.246279
10.0,10,135.264848
9.0,9,135.281516
9.0,9,135.298223
8.0,8,135.313103
10.0,10,135.331623
10.0,10,135.350158
9.0,9,135.366825
9.0,9,135.383523
9.0,9,135.400254
9.0,9,135.416922
9.0,9,135.43366
9.0,9,135.450411
9.0,9,135.467162
9.0,9,135.483864
9.0,9,135.500967
10.0,10,135.520173
9.0,9,135.537055
10.0,10,135.555801
8.0,8,135.570848
9.0,9,135.587889
9.0,9,135.605365
10.0,10,135.624381
10.0,10,135.643275
9.0,9,135.660082
10.0,10,135.678658
9.0,9,135.695399
11.0,11,135.715794
9.0,9,135.732535
10.0,10,135.751112
8.0,8,135.766002
9.0,9,135.782733
10.0,10,135.801263
9.0,9,135.818057
9.0,9,135.834884
9.0,9,135.851658
10.0,10,135.870319
9.0,9,135.887035
8.0,8,135.901926
10.0,10,135.920459
9.0,9,135.937192
9.0,9,135.953897
8.0,8,135.968743
9.0,9,135.985945
8.0,8,136.001256
8.0,8,136.016019
9.0,9,136.032695
9.0,9,136.049359
9.0,9,136.066438
8.0,8,136.081735
8.0,8,136.097392
9.0,9,136.11446
10.0,10,136.13305
10.0,10,136.151779
11.0,11,136.172309
8.0,8,136.187483
10.0,10,136.205938
10.0,10,136.224077
10.0,10,136.242226
8.0,8,136.256934
9.0,9,136.274288
10.0,10,136.294339
9.0,9,136.311669
10.0,10,136.330802
8.0,8,136.345736
9.0,9,136.363197
10.0,10,136.382281
9.0,9,136.399176
8.0,8,136.414139
9.0,9,136.430867
9.0,9,136.44762
9.0,9,136.464565
9.0,9,136.481369
10.0,10,136.499912
8.0,8,136.514786
9.0,9,136.531692
10.0,10,136.550669
8.0,8,136.566671
8.0,8,136.582379
9.0,9,136.600041
8.0,8,136.615261
10.0,10,136.634179
10.0,10,136.65309
10.0,10,136.67148
10.0,10,136.689867
9.0,9,136.706394
10.0,10,136.724812
9.0,9,136.741373
10.0,10,136.759788
9.0,9,136.776366
10.0,10,136.794736
9.0,9,136.811296
10.0,10,136.829693
9.0,9,136.846379
8.0,8,136.861201
9.0,9,136.87777
10.0,10,136.896121
9.0,9,136.912628
9.0,9,136.929211
10.0,10,136.94773
10.0,10,136.966391
10.0,10,136.984958
10.0,10,137.003788
11.0,11,137.024423
9.0,9,137.04191
10.0,10,137.061325
10.0,10,137.080623
10.0,10,137.100563
11.0,11,137.121444
10.0,10,137.141288
9.0,9,137.15926
9.0,9,137.176947
9.0,9,137.194809
9.0,9,137.211648
10.0,10,137.230293
9.0,9,137.247088
8.0,8,137.261956
10.0,10,137.280416
8.0,8,137.295162
8.0,8,137.309954
9.0,9,137.32654
9.0,9,137.343176
9.0,9,137.35991
8.0,8,137.37461
10.0,10,137.393168
10.0,10,137.411622
9.0,9,137.428297
9.0,9,137.444979
10.0,10,137.463668
10.0,10,137.4823
10.0,10,137.501078
8.0,8,137.516519
9.0,9,137.533323
10.0,10,137.552106
10.0,10,137.571032
11.0,11,137.591841
9.0,9,137.609539
10.0,10,137.628151
10.0,10,137.646586
10.0,10,137.665188
9.0,9,137.681813
9.0,9,137.69845
10.0,10,137.717004
11.0,11,137.737392
8.0,8,137.752324
10.0,10,137.77082
10.0,10,137.789517
8.0,8,137.804471
10.0,10,137.823017
10.0,10,137.84161
9.0,9,140.559483
8.0,8,140.575344
10.0,10,140.595437
9.0,9,140.612662
9.0,9,140.630416
10.0,10,140.651031
10.0,10,140.671
9.0,9,140.688506
9.0,9,140.705994
9.0,9,140.723486
8.0,8,140.739096
8.0,8,140.754512
11.0,11,140.775655
9.0,9,140.793313
8.0,8,140.808669
9.0,9,140.826221
9.0,9,140.843524
9.0,9,140.861102
9.0,9,140.878461
9.0,9,140.896689
10.0,10,140.916292
10.0,10,140.93555
9.0,9,140.953132
9.0,9,140.970495
9.0,9,140.988964
10.0,10,141.008896
9.0,9,141.026953
8.0,8,141.042852
9.0,9,141.060936
8.0,8,141.077009
11.0,11,141.098958
8.0,8,141.114604
9.0,9,141.132226
9.0,9,141.149567
10.0,10,141.168805
10.0,10,141.187941
8.0,8,141.203277
9.0,9,141.220337
10.0,10,141.239243
10.0,10,141.258182
9.0,9,141.275218
10.0,10,141.294115
9.0,9,141.31119
9.0,9,141.328209
9.0,9,141.345264
9.0,9,141.362333
9.0,9,141.379354
10.0,10,141.398257
9.0,9,141.415255
10.0,10,141.434253
8.0,8,141.449382
9.0,9,141.466377
9.0,9,141.483433
9.0,9,141.500537
8.0,8,141.51574
11.0,11,141.536656
9.0,9,141.553879
9.0,9,141.571025
8.0,8,141.586333
10.0,10,141.605103
9.0,9,141.622097
9.0,9,141.639123
10.0,10,141.658001
9.0,9,141.675072
10.0,10,141.693955
10.0,10,141.712826
9.0,9,141.729906
8.0,8,141.745116
10.0,10,141.764101
8.0,8,141.779211
9.0,9,141.796214
10.0,10,141.815214
10.0,10,141.834172
9.0,9,141.851246
10.0,10,141.870486
9.0,9,141.887671
10.0,10,141.906753
8.0,8,141.922091
10.0,10,141.941128
11.0,11,141.962153
9.0,9,141.97931
10.0,10,141.998241
10.0,10,142.016831
10.0,10,142.035443
8.0,8,142.050351
10.0,10,142.069259
8.0,8,142.084203
9.0,9,142.100968
9.0,9,142.11765
8.0,8,142.132551
10.0,10,142.151131
9.0,9,142.167791
10.0,10,142.186471
9.0,9,142.203161
10.0,10,142.221638
10.0,10,142.240196
10.0,10,142.25858
9.0,9,142.275314
9.0,9,142.291927
10.0,10,142.31054
10.0,10,142.328941
9.0,9,142.345289
9.0,9,142.361768
9.0,9,142.378429
9.0,9,142.395106
9.0,9,142.411735
10.0,10,142.430243
10.0,10,142.44872
9.0,9,142.465379
10.0,10,142.483827
8.0,8,142.498765
10.0,10,142.517245
10.0,10,142.53577
9.0,9,142.552541
8.0,8,142.567522
9.0,9,142.584294
10.0,10,142.602898
9.0,9,142.619539
9.0,9,142.636155
9.0,9,142.652855
9.0,9,142.669241
9.0,9,142.685741
9.0,9,142.702109
9.0,9,142.7185
10.0,10,142.73667
10.0,10,142.754868
9.0,9,142.77123
9.0,9,142.787549
9.0,9,142.803921
9.0,9,142.820234
9.0,9,142.836676
9.0,9,142.852995
10.0,10,142.871172
10.0,10,142.889322
9.0,9,142.905687
10.0,10,142.923857
10.0,10,142.942034
10.0,10,142.960226
10.0,10,142.978388
10.0,10,142.996631
9.0,9,143.012996
9.0,9,143.029333
8.0,8,143.043869
10.0,10,143.062124
8.0,8,143.076753
9.0,9,143.09315
10.0,10,143.111302
9.0,9,143.127663
9.0,9,143.143976
9.0,9,143.160316
9.0,9,143.176668
9.0,9,143.192972
9.0,9,143.209306
9.0,9,143.22564
9.0,9,143.24196
9.0,9,143.258339
10.0,10,143.276561
8.0,8,143.291639
8.0,8,143.306996
10.0,10,143.325998
10.0,10,143.344481
9.0,9,143.361172
9.0,9,143.377793
9.0,9,143.394521
9.0,9,143.411275
10.0,10,143.429673
10.0,10,143.448711
9.0,9,143.46592
9.0,9,143.483262
9.0,9,143.500713
10.0,10,143.520504
10.0,10,143.540531
10.0,10,143.560652
9.0,9,143.578542
10.0,10,143.599454
9.0,9,143.618153
9.0,9,143.638638
10.0,10,143.658456
9.0,9,143.675974
10.0,10,143.695468
9.0,9,143.713228
9.0,9,143.730961
10.0,10,143.750674
9.0,9,143.768404
9.0,9,143.786102
9.0,9,143.80384
9.0,9,143.821521
10.0,10,143.841222
10.0,10,143.860941
9.0,9,143.878611
10.0,10,143.898345
10.0,10,143.918048
10.0,10,143.937752
9.0,9,143.955508
10.0,10,143.975133
10.0,10,143.994686
9.0,9,144.012417
9.0,9,144.03012
9.0,9,144.047799
10.0,10,144.067446
10.0,10,144.087071
10.0,10,144.106813
10.0,10,144.126484
9.0,9,144.144204
10.0,10,144.163916
9.0,9,144.181603
9.0,9,144.199355
9.0,9,144.217119
9.0,9,144.234877
10.0,10,144.254589
8.0,8,144.270413
8.0,8,144.285896
9.0,9,144.303495
10.0,10,144.323104
8.0,8,144.338595
9.0,9,144.356346
8.0,8,144.371783
9.0,9,144.389513
10.0,10,144.409672
10.0,10,144.429445
9.0,9,144.447022
10.0,10,147.183003
10.0,10,147.201388
10.0,10,147.219501
10.0,10,147.237653
9.0,9,147.253975
10.0,10,147.272164
10.0,10,147.291404
9.0,9,147.308518
11.0,11,147.329367
10.0,10,147.347814
10.0,10,147.366305
9.0,9,147.38298
9.0,9,147.399862
10.0,10,147.418646
10.0,10,147.438032
10.0,10,147.457436
10.0,10,147.476219
10.0,10,147.495667
9.0,9,147.513433
9.0,9,147.531817
10.0,10,147.551952
10.0,10,147.57179
9.0,9,147.589956
10.0,10,147.609463
10.0,10,147.629178
10.0,10,147.649537
10.0,10,147.669264
10.0,10,147.688953
10.0,10,147.708634
8.0,8,147.724372
8.0,8,147.74013
9.0,9,147.757941
9.0,9,147.775763
9.0,9,147.793131
10.0,10,147.813268
11.0,11,147.834973
10.0,10,147.854638
9.0,9,147.872334
9.0,9,147.890062
10.0,10,147.909714
10.0,10,147.929381
10.0,10,147.948663
8.0,8,147.964375
9.0,9,147.981685
9.0,9,147.999455
9.0,9,148.016829
9.0,9,148.034472
8.0,8,148.050817
10.0,10,148.073075
9.0,9,148.091348
10.0,10,148.110824
10.0,10,148.130413
10.0,10,148.15029
9.0,9,148.169708
8.0,8,148.185646
9.0,9,148.202998
10.0,10,148.221245
10.0,10,148.239397
9.0,9,148.255721
8.0,8,148.270273
9.0,9,148.286602
10.0,10,148.30475
10.0,10,148.322928
9.0,9,148.339263
9.0,9,148.355602
9.0,9,148.37193
8.0,8,148.386444
9.0,9,148.403044
9.0,9,148.419359
10.0,10,148.4375
10.0,10,148.455722
10.0,10,148.473841
10.0,10,148.492292
9.0,9,148.508758
10.0,10,148.526893
10.0,10,148.54531
9.0,9,148.561647
10.0,10,148.579853
9.0,9,148.596236
10.0,10,148.614406
10.0,10,148.63273
10.0,10,148.651062
9.0,9,148.667625
9.0,9,148.684113
8.0,8,148.698803
9.0,9,148.715275
9.0,9,148.731774
9.0,9,148.748338
8.0,8,148.76303
9.0,9,148.77947
9.0,9,148.795852
9.0,9,148.812166
10.0,10,148.830335
10.0,10,148.848458
10.0,10,148.866678
9.0,9,148.884222
9.0,9,148.901403
10.0,10,148.920358
9.0,9,148.937114
10.0,10,148.95564
11.0,11,148.976154
11.0,11,148.996539
10.0,10,149.015027
10.0,10,149.033803
10.0,10,149.053149
11.0,11,149.074407
9.0,9,149.092976
8.0,8,149.109061
10.0,10,149.128676
8.0,8,149.144498
9.0,9,149.162101
10.0,10,149.181446
10.0,10,149.201072
9.0,9,149.218389
10.0,10,149.237639
10.0,10,149.256926
9.0,9,149.274234
9.0,9,149.291599
9.0,9,149.309012
10.0,10,149.328272
10.0,10,149.347533
9.0,9,149.36493
11.0,11,149.386128
9.0,9,149.403465
10.0,10,149.422758
9.0,9,149.44018
9.0,9,149.457511
10.0,10,149.476803
10.0,10,149.496127
10.0,10,149.515384
10.0,10,149.53462
10.0,10,149.553904
9.0,9,149.571841
10.0,10,149.591014
8.0,8,149.606569
9.0,9,149.62393
9.0,9,149.641299
9.0,9,149.659855
9.0,9,149.681209
8.0,8,149.696755
8.0,8,149.71185
10.0,10,149.730473
9.0,9,149.746995
9.0,9,149.763668
10.0,10,149.781952
9.0,9,149.798283
10.0,10,149.816779
10.0,10,149.835568
9.0,9,149.852347
10.0,10,149.870952
11.0,11,149.891589
10.0,10,149.910395
10.0,10,149.929081
9.0,9,149.946302
8.0,8,149.961246
9.0,9,149.978427
8.0,8,149.993407
10.0,10,150.012085
10.0,10,150.030603
9.0,9,150.047174
10.0,10,150.065631
8.0,8,150.080532
9.0,9,150.097285
10.0,10,150.115836
10.0,10,150.134452
10.0,10,150.153047
11.0,11,150.173521
9.0,9,150.190299
10.0,10,150.20871
8.0,8,150.223223
10.0,10,150.241372
10.0,10,150.259498
10.0,10,150.277646
10.0,10,150.295786
9.0,9,150.312146
10.0,10,150.330277
9.0,9,150.346549
9.0,9,150.36291
10.0,10,150.38102
10.0,10,150.399441
9.0,9,150.415826
10.0,10,150.43397
9.0,9,150.450306
9.0,9,150.466631
9.0,9,150.483016
9.0,9,150.499726
10.0,10,150.517888
10.0,10,150.536087
10.0,10,150.554252
10.0,10,150.57243
10.0,10,150.590573
9.0,9,150.606934
9.0,9,150.623315
9.0,9,150.639851
8.0,8,150.654424
9.0,9,150.670841
10.0,10,150.688998
9.0,9,150.705353
9.0,9,150.721696
10.0,10,150.739867
10.0,10,150.758005
9.0,9,150.774343
10.0,10,150.792568
10.0,10,150.810731
9.0,9,150.82709
10.0,10,150.845204
10.0,10,150.863358
9.0,9,150.879758
10.0,10,150.89793
10.0,10,150.916077
9.0,9,150.932414
10.0,10,150.950591
9.0,9,150.967566
9.0,9,150.984816
8.0,8,151.000248
10.0,10,151.01884
10.0,10,151.037354
9.0,9,153.767724
10.0,10,153.787763
10.0,10,153.808672
11.0,11,153.831755
8.0,8,153.847315
10.0,10,153.865824
9.0,9,153.882497
10.0,10,153.90103
11.0,11,153.921133
10.0,10,153.939394
10.0,10,153.957691
9.0,9,153.97423
9.0,9,153.990874
8.0,8,154.005831
8.0,8,154.020576
10.0,10,154.03888
10.0,10,154.05721
9.0,9,154.073632
10.0,10,154.092067
11.0,11,154.112316
9.0,9,154.128699
9.0,9,154.14546
8.0,8,154.160315
11.0,11,154.180612
9.0,9,154.200191
9.0,9,154.216739
11.0,11,154.237151
10.0,10,154.255553
10.0,10,154.274137
8.0,8,154.288909
10.0,10,154.307342
9.0,9,154.323903
9.0,9,154.340489
9.0,9,154.356787
10.0,10,154.374903
9.0,9,154.391491
10.0,10,154.410105
9.0,9,154.426436
10.0,10,154.444602
10.0,10,154.462724
8.0,8,154.477203
8.0,8,154.491954
10.0,10,154.510223
9.0,9,154.526563
8.0,8,154.541102
9.0,9,154.557423
9.0,9,154.573689
9.0,9,154.59006
10.0,10,154.608231
9.0,9,154.624631
9.0,9,154.641105
10.0,10,154.659404
10.0,10,154.677686
8.0,8,154.692218
10.0,10,154.710297
10.0,10,154.728405
9.0,9,154.744741
9.0,9,154.761075
9.0,9,154.777353
9.0,9,154.793825
10.0,10,154.811905
9.0,9,154.828201
9.0,9,154.844508
8.0,8,154.858998
9.0,9,154.875409
10.0,10,154.893532
9.0,9,154.909801
10.0,10,154.927949
9.0,9,154.944249
9.0,9,154.960599
9.0,9,154.97695
11.0,11,154.996916
10.0,10,155.015012
10.0,10,155.03314
9.0,9,155.049401
10.0,10,155.06752
9.0,9,155.083823
9.0,9,155.100201
10.0,10,155.118523
10.0,10,155.136873
9.0,9,155.153403
9.0,9,155.169865
10.0,10,155.188197
9.0,9,155.204748
8.0,8,155.219301
8.0,8,155.23384
9.0,9,155.250163
8.0,8,155.264584
9.0,9,155.280842
9.0,9,155.297122
9.0,9,155.313419
10.0,10,155.331591
9.0,9,155.347877
9.0,9,155.364125
10.0,10,155.382265
9.0,9,155.398748
8.0,8,155.413365
9.0,9,155.429786
9.0,9,155.446292
10.0,10,155.464553
9.0,9,155.480927
9.0,9,155.497396
9.0,9,155.51477
9.0,9,155.531407
9.0,9,155.54798
9.0,9,155.564511
10.0,10,155.583026
11.0,11,155.604169
9.0,9,155.620804
10.0,10,155.639261
10.0,10,155.657595
9.0,9,155.6749
9.0,9,155.692348
9.0,9,155.710337
10.0,10,155.730244
9.0,9,155.74813
9.0,9,155.766016
9.0,9,155.783831
9.0,9,155.801588
10.0,10,155.821444
8.0,8,155.837332
9.0,9,155.855397
9.0,9,155.873582
10.0,10,155.893795
9.0,9,155.911883
10.0,10,155.93199
9.0,9,155.950032
10.0,10,155.97012
9.0,9,155.988197
9.0,9,156.006302
8.0,8,156.022348
8.0,8,156.038428
9.0,9,156.056474
8.0,8,156.072555
10.0,10,156.092651
8.0,8,156.108691
9.0,9,156.126892
8.0,8,156.143128
9.0,9,156.161404
9.0,9,156.179562
9.0,9,156.197783
10.0,10,156.218075
8.0,8,156.234349
10.0,10,156.254591
10.0,10,156.274822
10.0,10,156.294791
10.0,10,156.314616
9.0,9,156.331925
10.0,10,156.35104
10.0,10,156.370114
10.0,10,156.389286
10.0,10,156.408341
8.0,8,156.423543
10.0,10,156.442613
10.0,10,156.461742
8.0,8,156.478481
9.0,9,156.496118
10.0,10,156.515406
8.0,8,156.530643
8.0,8,156.546404
10.0,10,156.565661
10.0,10,156.585275
10.0,10,156.604598
10.0,10,156.624144
10.0,10,156.643517
9.0,9,156.661169
9.0,9,156.678602
9.0,9,156.696395
9.0,9,156.713712
11.0,11,156.735405
9.0,9,156.754036
10.0,10,156.774884
10.0,10,156.794675
8.0,8,156.810424
9.0,9,156.827953
8.0,8,156.843517
10.0,10,156.862993
9.0,9,156.880468
10.0,10,156.899854
10.0,10,156.919405
10.0,10,156.938677
10.0,10,156.958456
10.0,10,156.977767
10.0,10,156.997388
10.0,10,157.016659
10.0,10,157.0363
9.0,9,157.053641
8.0,8,157.06936
10.0,10,157.08863
9.0,9,157.106193
10.0,10,157.125563
10.0,10,157.14512
10.0,10,157.163925
10.0,10,157.18272
11.0,11,157.203207
10.0,10,157.221623
10.0,10,157.240209
9.0,9,157.256846
10.0,10,157.275375
9.0,9,157.292072
10.0,10,157.310655
9.0,9,157.327357
9.0,9,157.344023
9.0,9,157.360632
9.0,9,157.377387
9.0,9,157.39417
10.0,10,157.413025
10.0,10,157.431518
9.0,9,157.44832
10.0,10,157.466863
10.0,10,157.485625
10.0,10,157.504529
8.0,8,157.519408
9.0,9,157.536126
10.0,10,157.554571
9.0,9,157.571342
10.0,10,157.589841
9.0,9,157.606505
10.0,10,157.625116
9.0,9,160.342113
10.0,10,160.360219
10.0,10,160.378333
9.0,9,160.394603
10.0,10,160.412662
9.0,9,160.428937
10.0,10,160.446969
10.0,10,160.465235
9.0,9,160.481632
9.0,9,160.499237
9.0,9,160.516726
9.0,9,160.53533
10.0,10,160.55488
8.0,8,160.570336
10.0,10,160.590142
10.0,10,160.609237
9.0,9,160.626274
10.0,10,160.645183
10.0,10,160.664133
8.0,8,160.679628
9.0,9,160.697193
9.0,9,160.71443
9.0,9,160.731623
9.0,9,160.748856
10.0,10,160.768254
9.0,9,160.785476
9.0,9,160.80253
9.0,9,160.819522
11.0,11,160.840324
11.0,11,160.861118
9.0,9,160.878115
11.0,11,160.898925
10.0,10,160.917891
10.0,10,160.936823
9.0,9,160.953865
9.0,9,160.970886
9.0,9,160.987943
9.0,9,161.005299
9.0,9,161.022208
10.0,10,161.041074
8.0,8,161.056039
9.0,9,161.072903
8.0,8,161.088081
9.0,9,161.105604
8.0,8,161.120827
9.0,9,161.138545
10.0,10,161.157925
8.0,8,161.173111
9.0,9,161.190262
9.0,9,161.207198
10.0,10,161.225685
10.0,10,161.244137
9.0,9,161.260726
10.0,10,161.279192
10.0,10,161.297697
10.0,10,161.316134
10.0,10,161.334637
10.0,10,161.353069
10.0,10,161.371533
9.0,9,161.388079
11.0,11,161.40855
9.0,9,161.425155
9.0,9,161.441768
10.0,10,161.460232
9.0,9,161.476822
10.0,10,161.495424
9.0,9,161.512077
10.0,10,161.530536
9.0,9,161.547243
9.0,9,161.563866
10.0,10,161.582402
10.0,10,161.600777
9.0,9,161.617648
10.0,10,161.63733
9.0,9,161.654695
8.0,8,161.670408
11.0,11,161.691636
9.0,9,161.709266
10.0,10,161.728402
8.0,8,161.744155
9.0,9,161.761836
9.0,9,161.779489
9.0,9,161.79724
8.0,8,161.812985
10.0,10,161.832618
8.0,8,161.848385
10.0,10,161.867629
9.0,9,161.885224
9.0,9,161.90269
9.0,9,161.919717
11.0,11,161.940505
10.0,10,161.959483
10.0,10,161.97872
9.0,9,161.995581
10.0,10,162.01418
10.0,10,162.032865
10.0,10,162.051437
10.0,10,162.070087
10.0,10,162.08895
9.0,9,162.106311
9.0,9,162.123191
10.0,10,162.141765
10.0,10,162.160533
10.0,10,162.179869
10.0,10,162.199571
8.0,8,162.214422
9.0,9,162.231251
9.0,9,162.248303
8.0,8,162.263354
10.0,10,162.282171
8.0,8,162.297174
10.0,10,162.316493
9.0,9,162.333466
9.0,9,162.350397
8.0,8,162.365574
9.0,9,162.382549
10.0,10,162.402142
10.0,10,162.421098
9.0,9,162.437989
10.0,10,162.456775
9.0,9,162.473649
10.0,10,162.492774
8.0,8,162.507975
8.0,8,162.523116
8.0,8,162.538226
8.0,8,162.553357
9.0,9,162.570364
9.0,9,162.587426
9.0,9,162.604254
9.0,9,162.621287
10.0,10,162.640087
9.0,9,162.657032
10.0,10,162.675928
10.0,10,162.694741
10.0,10,162.71371
9.0,9,162.730611
9.0,9,162.747561
9.0,9,162.764479
10.0,10,162.783262
10.0,10,162.802011
10.0,10,162.820768
10.0,10,162.839527
8.0,8,162.854505
9.0,9,162.871443
8.0,8,162.886426
9.0,9,162.903373
10.0,10,162.922182
10.0,10,162.940906
9.0,9,162.957801
9.0,9,162.974693
9.0,9,162.991559
10.0,10,163.01047
10.0,10,163.029262
8.0,8,163.044283
10.0,10,163.063019
8.0,8,163.077918
9.0,9,163.095355
10.0,10,163.114201
10.0,10,163.133075
8.0,8,163.148186
10.0,10,163.167022
10.0,10,163.186049
9.0,9,163.203088
10.0,10,163.221734
8.0,8,163.236782
8.0,8,163.251338
10.0,10,163.269591
11.0,11,163.290089
9.0,9,163.306949
9.0,9,163.323743
10.0,10,163.341995
8.0,8,163.356648
9.0,9,163.373131
10.0,10,163.3914
10.0,10,163.409724
9.0,9,163.426096
8.0,8,163.440855
